type,question,answer,explanation
2-hop_CoActor,Connie Britton và Donald Trump có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Bombshell'."
Family,Cha/Mẹ của Tom Selleck là ai?,Martha Jagger,Martha Jagger là cha/mẹ của Tom Selleck.
2-hop_CoActor,Emily Stofle và Stan Winston có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
Family,Cha/Mẹ của Barbra Streisand là ai?,Emanuel Streisand,Emanuel Streisand là cha/mẹ của Barbra Streisand.
2-hop_CoActor,Dolph Lundgren và Mel Gibson có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'The Expendables 3'."
2-hop_CoActor,Kim Cattrall và Jennifer Hudson có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Sex and the City'."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Thor' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Thor."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Iron Man' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Iron Man."
2-hop_CoActor,Beyoncé và Kim Kardashian có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Miss Americana'."
1-hop_YesNo,Angela Bassett có tham gia bộ phim 'The Score' không?,Yes,"Đúng, Angela Bassett là diễn viên trong phim The Score."
MCQ_Director,"Ai là đạo diễn của phim 'The Little Mermaid'?
A. Ben Stiller
B. Shane Black
C. Rob Marshall
D. John Carpenter",C,Đạo diễn của 'The Little Mermaid' là Rob Marshall.
MCQ_Director,"Ai là đạo diễn của phim 'The Girl with the Dragon Tattoo'?
A. David Fincher
B. Steven Soderbergh
C. Donnie Yen
D. J. J. Abrams",A,Đạo diễn của 'The Girl with the Dragon Tattoo' là David Fincher.
2-hop_CoActor,Jim Caviezel và Arnold Schwarzenegger có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Escape Plan'."
Family,Cha/Mẹ của Robert De Niro là ai?,Virginia Admiral,Virginia Admiral là cha/mẹ của Robert De Niro.
MCQ_Director,"Ai là đạo diễn của phim 'Cars 2'?
A. John Lasseter
B. Craig Chester
C. Frank Darabont
D. Steven Soderbergh",A,Đạo diễn của 'Cars 2' là John Lasseter.
Family_YesNo,Leonardo DiCaprio có phải là cha/mẹ của Irmelin DiCaprio không?,No,"Sai, Leonardo DiCaprio là con của Irmelin DiCaprio."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Home Alone 2: Lost in New York' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Home Alone 2: Lost in New York."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Tội lỗi cuối cùng' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Tội lỗi cuối cùng."
MCQ_Director,"Ai là đạo diễn của phim 'The Smurfs'?
A. Michael B. Jordan
B. Gore Verbinski
C. Raja Gosnell
D. Jennifer Lee",C,Đạo diễn của 'The Smurfs' là Raja Gosnell.
MCQ_Director,"Ai là đạo diễn của phim 'Hugo'?
A. Martin Scorsese
B. Jordan Vogt-Roberts
C. Ryan Murphy
D. Greg Berlanti",A,Đạo diễn của 'Hugo' là Martin Scorsese.
2-hop_CoActor,Bruce Lee và Chuck Norris có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Way of the Dragon'."
Family,Cha/Mẹ của Paul Bettany là ai?,Thane Bettany,Thane Bettany là cha/mẹ của Paul Bettany.
1-hop_YesNo,Michael Bloomberg có tham gia bộ phim 'The Adjustment Bureau' không?,Yes,"Đúng, Michael Bloomberg là diễn viên trong phim The Adjustment Bureau."
1-hop_YesNo,Sienna Miller có tham gia bộ phim 'Stardust' không?,Yes,"Đúng, Sienna Miller là diễn viên trong phim Stardust."
2-hop_CoActor,David Letterman và Donald Trump có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Miss Americana'."
2-hop_CoActor,Stephen Root và Donald Trump có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Bombshell'."
2-hop_CoActor,Emily Stofle và Shannon Lee có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,Seth Rogen và Katherine Waterston có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Steve Jobs'."
MCQ_Director,"Ai là đạo diễn của phim 'The Amazing Spider-Man 2'?
A. Marc Webb
B. Denzel Washington
C. Chris Buck
D. Martin Scorsese",A,Đạo diễn của 'The Amazing Spider-Man 2' là Marc Webb.
2-hop_CoActor,Kelsey Grammer và Mel Gibson có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'The Expendables 3'."
1-hop_YesNo,Dane DeHaan có tham gia bộ phim 'Lincoln' không?,Yes,"Đúng, Dane DeHaan là diễn viên trong phim Lincoln."
Family_YesNo,Sarah Jessica Parker có phải là cha/mẹ của Barbara Keck không?,No,"Sai, Sarah Jessica Parker là con của Barbara Keck."
Family_YesNo,Justin Long có phải là cha/mẹ của R. James Long không?,No,"Sai, Justin Long là con của R. James Long."
Family_YesNo,Anjelica Huston có phải là cha/mẹ của Enrica Soma không?,No,"Sai, Anjelica Huston là con của Enrica Soma."
2-hop_CoActor,Emily Stofle và Jacqueline Ray có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,Jimmy Fallon và David Letterman có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Miss Americana'."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Stardust' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Stardust."
Family_YesNo,Rob Reiner có phải là cha/mẹ của Carl Reiner không?,No,"Sai, Rob Reiner là con của Carl Reiner."
MCQ_Director,"Ai là đạo diễn của phim 'Pulp Fiction'?
A. James Foley
B. Q3772
C. Gary Trousdale
D. James Wan",B,Đạo diễn của 'Pulp Fiction' là Q3772.
1-hop_YesNo,Scott Glenn có tham gia bộ phim 'The Silence of the Lambs' không?,Yes,"Đúng, Scott Glenn là diễn viên trong phim The Silence of the Lambs."
MCQ_Director,"Ai là đạo diễn của phim 'Mank'?
A. David Lynch
B. David Fincher
C. George Lucas
D. Dan Gilroy",B,Đạo diễn của 'Mank' là David Fincher.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Valérian and the City of a Thousand Planets' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Valérian and the City of a Thousand Planets."
MCQ_Director,"Ai là đạo diễn của phim 'Feelin' So Good'?
A. Jaume Collet-Serra
B. George Lucas
C. Josh Cooley
D. Francis Lawrence",D,Đạo diễn của 'Feelin' So Good' là Francis Lawrence.
Family_YesNo,Q463497 có phải là cha/mẹ của José Ferrer không?,No,"Sai, Q463497 là con của José Ferrer."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Spider-Man: Far From Home' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Spider-Man: Far From Home."
MCQ_Director,"Ai là đạo diễn của phim 'The Sorcerer's Apprentice'?
A. Joe Hahn
B. Michael B. Jordan
C. Linh Nga
D. Jon Turteltaub",D,Đạo diễn của 'The Sorcerer's Apprentice' là Jon Turteltaub.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'A Painted House' không?,No,"Sai, Martha Lynch Levacy không tham gia phim A Painted House."
2-hop_CoActor,Emily Stofle và Gracie DeVito có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
Family,Cha/Mẹ của M. Night Shyamalan là ai?,Nelliate C. Shyamalan,Nelliate C. Shyamalan là cha/mẹ của M. Night Shyamalan.
2-hop_CoActor,Emily Stofle và Carl Reiner có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
1-hop_YesNo,Drew Barrymore có tham gia bộ phim 'E.T. the Extra-Terrestrial' không?,Yes,"Đúng, Drew Barrymore là diễn viên trong phim E.T. the Extra-Terrestrial."
MCQ_Director,"Ai là đạo diễn của phim 'Zack Snyder's Justice League'?
A. Chris Evans
B. Zack Snyder
C. Neil Burger
D. Sean Penn",B,Đạo diễn của 'Zack Snyder's Justice League' là Zack Snyder.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Soul Surfer' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Soul Surfer."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'xXx' không?,No,"Sai, Martha Lynch Levacy không tham gia phim xXx."
MCQ_Director,"Ai là đạo diễn của phim 'Now You See Me 2'?
A. Joe Hahn
B. Jon M. Chu
C. Mel Gibson
D. Brad Bird",B,Đạo diễn của 'Now You See Me 2' là Jon M. Chu.
Family_YesNo,Jodie Foster có phải là cha/mẹ của Brandy Almond không?,No,"Sai, Jodie Foster là con của Brandy Almond."
1-hop_YesNo,Wesley Snipes có tham gia bộ phim 'The Expendables 3' không?,Yes,"Đúng, Wesley Snipes là diễn viên trong phim The Expendables 3."
MCQ_Director,"Ai là đạo diễn của phim 'A Bug's Life'?
A. Natalie Portman
B. John Lasseter
C. Nora Ephron
D. Channing Tatum",B,Đạo diễn của 'A Bug's Life' là John Lasseter.
2-hop_CoActor,Emily Stofle và Arthur Lithgow có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
MCQ_Director,"Ai là đạo diễn của phim 'Alvin and the Chipmunks: Chipwrecked'?
A. Todd Phillips
B. Mike Mitchell
C. Brad Bird
D. Chris Columbus",B,Đạo diễn của 'Alvin and the Chipmunks: Chipwrecked' là Mike Mitchell.
Family_YesNo,Clancy Brown có phải là cha/mẹ của Bud Brown không?,No,"Sai, Clancy Brown là con của Bud Brown."
Family_YesNo,Aaron Paul có phải là cha/mẹ của Robert Lee Sturtevant không?,No,"Sai, Aaron Paul là con của Robert Lee Sturtevant."
Family_YesNo,John Lithgow có phải là cha/mẹ của Sara Jane Lithgow không?,No,"Sai, John Lithgow là con của Sara Jane Lithgow."
1-hop_YesNo,Beyoncé có tham gia bộ phim 'Miss Americana' không?,Yes,"Đúng, Beyoncé là diễn viên trong phim Miss Americana."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Rocky II' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Rocky II."
2-hop_CoActor,Emily Stofle và Victoria Tennant có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
MCQ_Director,"Ai là đạo diễn của phim 'Tomorrowland'?
A. Brett Ratner
B. Zack Snyder
C. Brad Bird
D. Oliver Stone",C,Đạo diễn của 'Tomorrowland' là Brad Bird.
MCQ_Director,"Ai là đạo diễn của phim 'Chinese Zodiac'?
A. Jackie Chan
B. Alan Taylor
C. Natalie Portman
D. Jon Turteltaub",A,Đạo diễn của 'Chinese Zodiac' là Jackie Chan.
2-hop_CoActor,Emily Stofle và Marlon Jackson có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
MCQ_Director,"Ai là đạo diễn của phim 'The Normal Heart'?
A. Channing Tatum
B. Ryan Murphy
C. Steven Spielberg
D. Jon Watts",B,Đạo diễn của 'The Normal Heart' là Ryan Murphy.
MCQ_Director,"Ai là đạo diễn của phim 'Drag Me to Hell'?
A. Pete Docter
B. Simon Kinberg
C. Sam Raimi
D. Stephen Hillenburg",C,Đạo diễn của 'Drag Me to Hell' là Sam Raimi.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'The Most Hated Woman in America' không?,No,"Sai, Martha Lynch Levacy không tham gia phim The Most Hated Woman in America."
2-hop_CoActor,Emily Stofle và Randall Duk Kim có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
1-hop_YesNo,Bill Camp có tham gia bộ phim 'Lincoln' không?,Yes,"Đúng, Bill Camp là diễn viên trong phim Lincoln."
MCQ_Director,"Ai là đạo diễn của phim 'The Hangover Part III'?
A. Steven Soderbergh
B. Tim Miller
C. Todd Phillips
D. James Gunn",C,Đạo diễn của 'The Hangover Part III' là Todd Phillips.
Family_YesNo,David Arquette có phải là cha/mẹ của Lewis Arquette không?,No,"Sai, David Arquette là con của Lewis Arquette."
MCQ_Director,"Ai là đạo diễn của phim 'Jurassic Park'?
A. Jennifer Lee
B. Steven Spielberg
C. Ray J
D. Robert Zemeckis",B,Đạo diễn của 'Jurassic Park' là Steven Spielberg.
2-hop_CoActor,Faran Tahir và Arnold Schwarzenegger có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Escape Plan'."
1-hop_YesNo,Jesse Plemons có tham gia bộ phim 'Killers of the Flower Moon' không?,Yes,"Đúng, Jesse Plemons là diễn viên trong phim Killers of the Flower Moon."
MCQ_Director,"Ai là đạo diễn của phim 'Contagion'?
A. Martin Scorsese
B. Brad Bird
C. Joss Whedon
D. Steven Soderbergh",D,Đạo diễn của 'Contagion' là Steven Soderbergh.
Family_YesNo,Sally Field có phải là cha/mẹ của Richard Dryden Field không?,No,"Sai, Sally Field là con của Richard Dryden Field."
2-hop_CoActor,Steve Zahn và Mandy Moore có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Dr. Dolittle 2'."
1-hop_YesNo,Claire Danes có tham gia bộ phim 'Terminator 3: Rise of the Machines' không?,Yes,"Đúng, Claire Danes là diễn viên trong phim Terminator 3: Rise of the Machines."
Family_YesNo,Cameron Boyce có phải là cha/mẹ của Victor Boyce không?,No,"Sai, Cameron Boyce là con của Victor Boyce."
Family,Cha/Mẹ của Zack Snyder là ai?,Marsha Manley Snyder,Marsha Manley Snyder là cha/mẹ của Zack Snyder.
2-hop_CoActor,Emily Stofle và Amanda Anka có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,Emily Stofle và Lulu Simon có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,David Lynch và Michelle Williams có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'The Fabelmans'."
2-hop_CoActor,"Emily Stofle và Kareem Abdul-Jabbar, Jr. có từng đóng chung phim nào không?",No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,Emily Stofle và Robert Lee có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Why Him?' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Why Him?."
2-hop_CoActor,Emily Stofle và Gregory Hines có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
1-hop_YesNo,Robert De Niro có tham gia bộ phim '9/11' không?,Yes,"Đúng, Robert De Niro là diễn viên trong phim 9/11."
Family,Cha/Mẹ của Ross Bagdasarian Jr. là ai?,Ross Bagdasarian Sr.,Ross Bagdasarian Sr. là cha/mẹ của Ross Bagdasarian Jr..
1-hop_YesNo,Marc Maron có tham gia bộ phim 'Joker' không?,Yes,"Đúng, Marc Maron là diễn viên trong phim Joker."
MCQ_Director,"Ai là đạo diễn của phim 'Get Out'?
A. Greg Berlanti
B. Jordan Peele
C. Brett Ratner
D. Q3772",B,Đạo diễn của 'Get Out' là Jordan Peele.
Family,Cha/Mẹ của Edward Norton là ai?,Lydia Robinson Rouse,Lydia Robinson Rouse là cha/mẹ của Edward Norton.
Family_YesNo,Jackie Chan có phải là cha/mẹ của Charles Chan không?,No,"Sai, Jackie Chan là con của Charles Chan."
2-hop_CoActor,Emily Stofle và Barbara De Fina có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,Gabriel Luna và Arnold Schwarzenegger có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Terminator: Dark Fate'."
1-hop_YesNo,Maya Hawke có tham gia bộ phim 'Once Upon a Time in Hollywood' không?,Yes,"Đúng, Maya Hawke là diễn viên trong phim Once Upon a Time in Hollywood."
Family,Cha/Mẹ của Alec Baldwin là ai?,Carol Baldwin,Carol Baldwin là cha/mẹ của Alec Baldwin.
Family,Cha/Mẹ của Randy Savage là ai?,Angelo Poffo,Angelo Poffo là cha/mẹ của Randy Savage.
1-hop_YesNo,Abigail Breslin có tham gia bộ phim 'Maggie' không?,Yes,"Đúng, Abigail Breslin là diễn viên trong phim Maggie."
1-hop_YesNo,Rami Malek có tham gia bộ phim 'Amsterdam' không?,Yes,"Đúng, Rami Malek là diễn viên trong phim Amsterdam."
Family,Cha/Mẹ của Kevin Bacon là ai?,Ruth Hilda Holmes,Ruth Hilda Holmes là cha/mẹ của Kevin Bacon.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'No Strings Attached' không?,No,"Sai, Martha Lynch Levacy không tham gia phim No Strings Attached."
Family,Cha/Mẹ của Cameron Boyce là ai?,Libby Boyce,Libby Boyce là cha/mẹ của Cameron Boyce.
1-hop_YesNo,Jennifer Hudson có tham gia bộ phim 'Sex and the City' không?,Yes,"Đúng, Jennifer Hudson là diễn viên trong phim Sex and the City."
Family_YesNo,Glenn Close có phải là cha/mẹ của Bettine Moore Close không?,No,"Sai, Glenn Close là con của Bettine Moore Close."
MCQ_Director,"Ai là đạo diễn của phim 'Kung Fu Panda 4'?
A. Q219512
B. Lin-Manuel Miranda
C. Denzel Washington
D. Mike Mitchell",D,Đạo diễn của 'Kung Fu Panda 4' là Mike Mitchell.
2-hop_CoActor,Jimmy Fallon và Taylor Swift có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Miss Americana'."
2-hop_CoActor,Michael Bloomberg và Kristin Davis có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Sex and the City'."
1-hop_YesNo,Patricia Clarkson có tham gia bộ phim 'Shutter Island' không?,Yes,"Đúng, Patricia Clarkson là diễn viên trong phim Shutter Island."
1-hop_YesNo,Miley Cyrus có tham gia bộ phim 'Big Fish' không?,Yes,"Đúng, Miley Cyrus là diễn viên trong phim Big Fish."
2-hop_CoActor,Diego Boneta và Linda Hamilton có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Terminator: Dark Fate'."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Warcraft' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Warcraft."
